source,reference,prediction,bleu_vs_reference,rougeL_f1_vs_reference,lexical_diversity_vs_source,inverse_bleu_vs_source,length_ratio_vs_reference,semantic_similarity_vs_source
Alice Josephine McLellan was born in Marietta  Georgia  as the daughter of Leander and Harriet Tatem McLellan,Alice Josephine McLellan was born in Marietta  Georgia  the daughter of Leander and Harriet Tatem McLellan,"Alice Josephine McLellan was born in Marietta, Georgia, as the daughter of Leander and Harriet Tatem McLellan",0.6964705665515707,0.9696969696969697,0.2222222222222222,0.23753414137651396,1.0625,0.9968554973602295
Pat takes Roy on a tour of Paris and they visit the below landmarks,Pat takes Roy on a tour of Paris and they visit the landmarks below,Pat shows Roy around Paris; they explore below landmarks,0.020574170862756924,0.43478260869565216,0.7222222222222222,0.9634133755761366,0.6428571428571429,0.9173777103424072
Basque folk music Bambuco has Colombian roots,Bambuco  a Basque folk music  has Colombian roots,Basque folk music Bambuco has Colombian origins,0.18651176671349295,0.6666666666666666,0.25,0.19089328842977882,0.875,0.9779611229896545
John John Magufuli won the presidential election in October 2015 and secured a two-thirds majority in parliament  the other party or main party in Tanzania is called Chadema,John Magufuli won the October 2015 presidential election and secured a two-thirds majority in parliament  The other party or main party in Tanzania is called Chadema,John Magufuli triumphed in the presidential race in October 2015 and garnered a two-thirds parliamentary edge for his coalition; another faction or major opposition group is referred to as Chadema,0.02826845419324587,0.41379310344827586,0.6666666666666667,0.8735796296101265,1.1538461538461537,0.8045355081558228
The 1954 -- 55 NBA season was the ninth season of the National Basketball Association,The season 1954 -- 55 National Basketball Association was the ninth NBA season,The 1954 -- 55 NBA season marked the ninth year of the National Basketball Association,0.14167966116048497,0.4615384615384615,0.2142857142857143,0.3895264164192156,1.1538461538461537,0.9644334316253662
The Piatra Caprei River is a tributary of the Sâmbăta River in Romania,The River Piatra Caprei is a tributary of the Sâmbăta river in Romania,The Piatra Caprei River flows into the Sâmbăta River in Romania,0.3582589201789297,0.7142857142857142,0.46153846153846156,0.5099797543837672,0.8461538461538461,0.9554836750030518
The team was formed as the Atlantic Coast Hockey League and played its first season in October 2002 with the Orlando Seals ( ACHL,The team was formed as the Atlantic Coast Hockey League and played its first season beginning in October 2002 with the Orlando Seals ( ACHL,The team was established as the Atlantic Coast Hockey League and began play in October 2002 with the Orlando Seals (ACHL),0.5107675521030772,0.8444444444444444,0.42307692307692313,0.4643217794101081,0.84,0.9711625576019287
Major competitors of VISA Steel include ArcelorMittal  Essar Steel  Jindal Steel and Power  Tata Steel  SAIL and JSW Steel,VISA Steel 's major competitors include ArcelorMittal  Essar Steel  Jindal Steel and Power  Tata Steel  SAIL and JSW Steel,"Major rivals to VISA Steel consist of ArcelorMittal, Essar Steel, Jindal Steel & Power, Tata Steel, SAIL, and JSW Steel",0.07658412276041004,0.7368421052631579,0.5909090909090908,0.9215691515145404,1.0526315789473684,0.9555729627609253
Rashad Evans then replaced Rua with Liddell in the main event  but Liddell was forced to withdraw from the card due to a thigh injury,Rashad Evans then replaced Rua in the main event with Liddell  but Liddell was forced to withdraw from the card due to a hamstring injury,"Rashad Evans succeeded Rua by Liddell in the main event, but Liddell had to pull out of the fight because he injured his thigh.",0.06181904652675887,0.4489795918367347,0.7428571428571429,0.8617684096619449,0.96,0.8490228056907654
He has also played for the Pittsburgh Steelers and was part of the Super Bowl XLV winning team over the Green Bay Packers,He has also played for the Pittsburgh Steelers and was part of the Super Bowl XLV winning team at the Green Bay Packers,He has also played for the Pittsburgh Steelers and was part of the Super Bowl XLV championship team against the Green Bay Packers,0.7944837206494969,0.9130434782608695,0.17391304347826086,0.2055162793505031,1.0,0.9906183481216431
Johnson has worked in laboratories in Sydney  Townsville Queensland  Melbourne  and Boston USA in molecular genetic animal research,Johnson has worked in animal molecular genetics in laboratories in Melbourne  Townsville Queensland  Sydney and Boston USA,"Johnson has been involved in laboratory work in Sydney, Townsville, Queensland; Melbourne, Australia; and Boston, United States, focusing on molecular genetic studies of animals.",0.022023814946586635,0.4390243902439025,0.8181818181818181,0.9727800861967325,1.411764705882353,0.9373128414154053
Its subtropical or tropical moist habitats are natural forests and plantations,Its subtropical or tropical moist habitats are natural lowland forests and plantations,Its subtropical or tropical moist habitats are natural forests and plantations,0.7426141117870939,0.9565217391304348,0.0,0.0,0.9166666666666666,1.0000001192092896
Looe Bay Holiday Park  a large holiday park and campsite  is located at the Great Tree,Looe Bay Holiday Park  a large holiday park and campsite  is located at Great Tree,"Looe Bay Holiday Park, a large holiday park and campsite, is situated at the Great Tree.",0.3315796151992083,0.9032258064516129,0.38888888888888884,0.6149677113121287,1.0666666666666667,0.9857176542282104
"Ahmet Kaya was accused of plagiarizing the melody of "" Million Years Ago "" from singer Adele 's 1985 song "" Acilara Tutunmak ""","Ahmet Kaya was accused of plagiarizing the melody of "" Million Years Ago "" from the song "" Acilara Tutunmak "" by singer Adele in 1985","Ahmet Kaya faced accusations of stealing the tune from Adele's 1985 hit ""Acilara Tutunmak""",0.016870349105919547,0.43243243243243246,0.7857142857142857,0.9805389558197513,0.5384615384615384,0.8288791179656982
He was drafted by the Chicago Cardinals and also played for the Washington Redskins and the Philadelphia Eagles,He was drafted by the Chicago Cardinals and played for the Philadelphia Eagles and Washington Redskins,He was signed by the Chicago Cardinals and also played for the Washington Redskins and the Philadelphia Eagles,0.378041647994976,0.7058823529411765,0.125,0.14210719073185651,1.125,0.927191972732544
Several publications published by the Public Health Service have shown that veterans have increased rates of cancer  and nerve  respiratory  skin  and digestive disorders,Several publications of the Public Health Service have shown that veterans have increased cancer  nerve  respiratory  skin and digestive disorders,"Several PHS publications indicate higher cancer, nerve, respiratory, skin, and digestive disorder rates among veterans.",0.02381848845488711,0.5142857142857143,0.84375,0.980710106110444,0.75,0.8768824338912964
"He invented "" A new geometrical method of measuring the human figure "" ( 1860   and wrote and patented various improvements in boats and weapons","He invented "" A New Geometrical Method of Measuring the Human Figure "" ( 1860   and wrote and patented various improvements in boats and guns",He created a new geometric method for measuring the human body (invented in 1860) and developed several improvements to boats and weaponry.,0.06309311090350712,0.5909090909090909,0.65625,0.9369068890964929,0.88,0.9261478185653687
The magazine was based in London  but was released by Gerald Duckworth and Company in Paris,The magazine was based in London but was published in Paris by Gerald Duckworth and Company,The publication originated in London but was published by Gerald Duckworth and Co. in Paris,0.42835287319132476,0.6451612903225806,0.4444444444444444,0.6535773821063052,0.9375,0.8525319695472717
Giuseppe Anatrelli ( 3 January 1925 - 29 November 1981   also known as Geppino Anatrelli  was an Italian film  stage and television actor,Giuseppe Anatrelli ( January 3  1925-November 29  1981   also known as Geppino Anatrelli  was an Italian film  stage and television actor,"Giuseppe Anatrelli (born 3 January 1925 - died 29 November 1981) was an Italian film, stage, and television actor.",0.07288716136396366,0.717948717948718,0.5357142857142857,0.8050337319374967,0.9047619047619048,0.9109712839126587
Emma V. Lee married Robert Kelley in 1893,In 1893  Emma V. Lee Robert Kelley married,Emma V. Lee wedded Robert Kelley in 1893,0.20205155046766235,0.625,0.2222222222222222,0.5,1.0,0.9383232593536377
Different colors have different differences in the light emissions of other usable particles,Different colors have different differences in the light emission of other usable particles,Different hues exhibit varying light emissions compared to other practical substances.,0.02068408840048898,0.33333333333333337,0.7894736842105263,0.9604750736488697,0.8461538461538461,0.7807737588882446
They came to Russia from Poland in the 18th century  and their language contains Russian  German and Polish words,They came to Russia in the 18th century from Poland  and their language includes Russian  German  and Polish words,"They migrated to Russia from Poland during the 18th century, speaking languages that include Russian, German, and Polish.",0.0402200098075857,0.6486486486486486,0.7142857142857143,0.8374696931710546,0.9473684210526315,0.9099044799804688
He received official Mongol recognition as the ruler of Burma in March 1298,In March 1298  he received official Mongolian recognition as the ruler of Burma,"In March 1298, he was officially recognized by the Mongols as the ruler of Burma.",0.20333448190047881,0.7142857142857142,0.65,0.7966655180995212,1.1538461538461537,0.9437458515167236
"For example  in Ngapoi  "" Ngapoi Ngawang Jigme "" was his family name and "" Nga-Wang Jigmê "" his personal name","In Ngapoi  Ngapoi Ngawang Jigme ""  for example  was his family name and "" Nga - Wang Jigmê "" his personal name","For instance, in Ngapoi, ""Ngapoi Ngawang Jigme"" was his surname, and ""Nga-Wang Jigmê"" was his given name.",0.0247938397078238,0.7222222222222222,0.75,0.9737039496040201,0.7727272727272727,0.9400965571403503
Born in North Carolina  he grew up in Texas and played for a local Dallas team named C    Independiente under the chief coach Jose Antonio Radilla,Gonzalez was born in North Carolina  He grew up in Texas and played for a local Dallas team named C    Independiente under head coach Jose Antonio Radilla,"Born in North Carolina, he grew up in Texas and played for a local Dallas team called C    Independiente under Coach Jose Antonio Radilla.",0.5797823974433252,0.9019607843137256,0.27586206896551724,0.39655623405389373,0.8928571428571429,0.9835262298583984
Since he had taken Johnny 's shot for him  it is the turn of Brad now,Since he had taken Johnny 's shot for him  it is now Brad 's turn,"Since he took Johnny's shot for him, it is Brad's turn now",0.05221257111449929,0.8275862068965518,0.6,0.9519621155726686,0.8,0.9825438261032104
Ross was originally imprisoned at North Point  then marched to Habu Dockyard and finally shipped to Innoshima where he worked at Sham Shui Po Barracks for Osaka Ironworks,Originally  Ross was imprisoned in North Point  then marched to Habu Dockyard  and finally shipped to Innoshima  where he worked for Osaka Ironworks in Sham Shui Po Barracks,"Ross was initially imprisoned at North Point before being marched to Habu Dockyard and ultimately sent to Innoshima, where he labored at Sham Shui Po Barracks for Osaka Ironworks",0.2950513807609976,0.6315789473684211,0.3939393939393939,0.5171824493066978,1.0357142857142858,0.9802551865577698
""" Chuck Versus the Wedding Planner "" was directed by Anton Cropper and is written by Rafe Judkins and Lauren LeFranc",""" Chuck Versus the Wedding Planner "" was written by Rafe Judkins and Lauren LeFranc and directed by Anton Cropper","""Chuck Versus the Wedding Planner"" was directed by Anton Cropper and penned by Rafe Judkins and Lauren LeFranc",0.4375968762068431,0.6666666666666666,0.38095238095238093,0.48943506397111913,0.9,0.9918705224990845
This may be caused by the loss of three different additional genes  each of which has different effects  resulting in three types of syndrome,This may be caused by the loss of three different genes  each of which has different effects  resulting in three types of syndrome,"This could result from the loss of three distinct genes, each having unique impacts, leading to three forms of syndrome.",0.12268455197800024,0.46511627906976744,0.8125,0.8832988442268389,0.8695652173913043,0.9354482889175415
Stenoma relata is a moth of the Depressariidae family  which is found in Amazonas ( French - Guiana  Brazil  and in Peru,Stenoma relata is a moth of the Depressariidae family  It is found in French Guiana  Brazil ( Amazonas  and Peru,"Stenoma relata is a moth belonging to the Depressariidae family, found in Amazonas (French Guiana, Brazil, and Peru).",0.24248545140243574,0.8108108108108109,0.5925925925925926,0.7576728212604205,0.9,0.9876377582550049
For shopping  there is a Russian market and a similar Russian market in Pakistani blocks,For shopping there is Russian Market and a similar Russian Market in Pakistani blocks,"For shopping, there's a Russian market and another similar one in Pakistani areas.",0.10069692803349964,0.6428571428571429,0.5294117647058824,0.7881145490967234,0.9285714285714286,0.9289776086807251
The Commission was led first by George Bowers  then Marshall McDonald  George Brown Goode  and finally Spencer F. Baird,The Commission was first chaired by George Bowers  then Marshall McDonald  George Brown Goode  and finally Spencer F. Baird,"The commission was initially led by George Bowers, followed by Marshall McDonald, George Brown Goode, and finally Spencer F. Baird",0.2908402945446888,0.8205128205128205,0.4347826086956522,0.7037210842605774,1.0526315789473684,0.9808291792869568
Winner effects were shown when established non-experienced chicks were placed against dominant chicks in a study by Drummond,Winners - Effects were shown when established non-experienced chicks were placed in a study by drummond against dominant chicks,Winners' effects were demonstrated when mature unexposed chicks were paired with dominant ones in a Drummond's study.,0.04024966705863498,0.4864864864864865,0.72,0.9573116836332013,0.8947368421052632,0.903097927570343
In June 2011  Linda Beecher married Finch at Dartmoor National Park,Finch married Linda Beecher on Dartmoor National park in June 2011,In June 2011  Linda Beecher got married to Finch at Dartmoor National Park,0.15537125692760353,0.41666666666666663,0.15384615384615385,0.40769669279767506,1.1818181818181819,0.9781690835952759
She moved to BBC News in Ireland within a couple of years and became the Belfast producer for BBC National news,Within a few years she moved to BBC News in Ireland and became Belfast Producer for BBC National News,Within two years she relocated to BBC News in Ireland and took on the role of Belfast producer for BBC National news,0.4608662469973654,0.7317073170731707,0.375,0.5820893144536773,1.1578947368421053,0.9811038374900818
In 1964  Igor married Moskvin Tamara Nikolayevna Bratus,Tamara Nikolayevna Bratus married Igor Moskvin in 1964,In 1964  Igor married Moskvin Tamara Nikolayevna Bratus,0.1944130841813964,0.375,0.0,0.0,1.0,1.0000001192092896
The Limbăşelu River is a tributary of the Cenușeroaia River in Romania,The river LimbÄ Å elu is a tributary of the River Cenué eroaia in Romania,The Limbăşelu River flows into the Cenușeroaia River within Romania.,0.018103398973814137,0.5384615384615384,0.7142857142857143,0.8561718882484771,0.6666666666666666,0.9631271362304688
Be ready to get online with the hottest downloads on Mobbed on  Downunder and Mobile,Be prepared to get Mobbed on air  downunder and on mobile with the hottest downloads online,Be prepared to download the latest from Mobbed on Downunder and Mobile,0.0945380603824307,0.5714285714285715,0.5555555555555556,0.72231809727281,0.75,0.8338238596916199
Georges Braque  a resident of Montmartre  attended the Bateau Lavoir at that time and exhibited with Metzinger at the Berthe Weill Gallery,A resident of Montmartre  Georges Braque frequented the Bateau Lavoir at this time and exhibited with Metzinger at the Berthe Weill gallery,Georges Braque lived in Montmartre and was part of the Bateau Lavoir group; he exhibited alongside Metzinger at the Berthe Weill Gallery.,0.2585071874780497,0.5454545454545454,0.5357142857142857,0.7414928125219503,1.0,0.9532796144485474
The first section was open on December 15  1907 from Pasco to the west of Cliffs ( near Maryhill   a length of  opened,The first section to open was from Pasco west to Cliffs ( near Maryhill   a length of  on December 15  1907,"The first part was accessible on December 15, 1907, extending westward from Pasco to the vicinity of Cliffs (near Maryhill), covering an area of approximately",0.03152861344254501,0.4444444444444445,0.7058823529411764,0.8524241880956813,1.1904761904761905,0.8898075819015503
Elinor had also privately told Do that she had read her letters to Julia,Elinor had also told Do privately that she had read their letters to Julia,Elinor had privately informed Do that she had read Julia's letters,0.23507577637023097,0.6153846153846153,0.4666666666666667,0.6728735233701095,0.7857142857142857,0.9841898083686829
Born in Warsaw  he was a child prodigy on the piano in Łuck and then went to Warsaw Conservatory,He was born in Warsaw  was a wonder child on the piano in Łuck and then went to the Warsaw Conservatory,"Born in Warsaw, he was a young pianist prodigy in Łuck before attending the Warsaw Conservatory.",0.04144913249132139,0.5405405405405405,0.6086956521739131,0.9189012565912915,0.7619047619047619,0.9505562782287598
He considers C. S. Lewis a negative influence and has accused Lewis of featuring emotional propaganda  misogyny  racism  and religious sadism in his books,He considers C. S. Lewis to be a negative influence and has accused Lewis of pointing out in his books emotional propaganda  misogyny  racism and religious sadism,"He views C. S. Lewis negatively and accuses him of including emotional propaganda, misogyny, racism, and religious sadism in his works.",0.07184430116339649,0.6250000000000001,0.6451612903225806,0.7818552814251536,0.7777777777777778,0.9214587211608887
Now the new matrix representation for the symmetric bilinear form is given by,The new matrix representation for the symmetrical bilinear form is now given by,"Now, the new matrix representation of the symmetric bilinear form is provided by",0.2978201796359045,0.7692307692307693,0.4,0.5026432643875456,1.0,0.9944837093353271
Lennox Island 6 is located in Fernwood  Bedeque  approximately west of the municipality of Prince Edward Island,Lennox Island 6 is located in Fernwood  Bedeque  approximately west of the community of Prince Edward Island,"Lennox Island 6 is situated in Fernwood, Bedeque, roughly west of Prince Edward Island's municipality",0.23207953703613785,0.7272727272727272,0.5,0.7617262378220866,0.8823529411764706,0.9830965995788574
The House Democratic Caucus nominates and elects the Democratic Party leadership in the United States House of Representatives,The House Democratic Caucus nominates and elects the Democratic Party leadership in the House of Representatives of the United States,The House Democratic Caucus selects and appoints the Democratic Party's leader in the US House of Representatives,0.21602941163066305,0.6842105263157895,0.5789473684210527,0.756999956538398,0.85,0.9530106782913208
In addition  Spain entered into negotiations with the Portuguese court and agreed on the peace of Lisbon on 13 February 1668,Furthermore  Spain entered into negotiations with the Portuguese court and on 13 February 1668 agreed the Peace of Lisbon,Spain negotiated with the Portuguese court and reached an agreement on the peace of Lisbon on 13 February 1668,0.45307778036928104,0.631578947368421,0.4347826086956522,0.4354184757700722,1.0,0.9706587791442871
In 2010  Shanghai GM provided a new version of the Buick GL8 Luxury Business Edition,In 2010  Shanghai GM introduced a new version of the Buick GL8 Luxury Business Edition,"In 2010, Shanghai GM offered a revised version of the Buick GL8 Luxury Business Edition.",0.46563348805256366,0.8666666666666667,0.42105263157894735,0.5343665119474363,1.0,0.9695375561714172
He has a Norwegian mother and a Portuguese father and spent a part of his childhood in Lisbon,He has a Norwegian mother and a Portuguese father  and spent part of his childhood in Lisbon,He has a Norwegian mother and a Portuguese father and lived for some time in Lisbon,0.5883398368397458,0.7272727272727272,0.4736842105263158,0.4473058718991938,0.9411764705882353,0.9716019034385681
If  as I believe  it was necessary  it was right and moral,If it was necessary  as I now believe  then it was right and moral,"If so, believing it to be necessary, it was both right and moral.",0.04761663737003948,0.5925925925925927,0.7058823529411764,0.9485759839497173,0.9285714285714286,0.8729256391525269
On the other hand  many democrats feared an industrialization that welcomed the whigs,On the other hand  many Democrats feared industrialization the Whigs welcomed,Many democrats worried about industrialization that favored the whigs on the other side.,0.11685792587573332,0.41666666666666663,0.5,0.8727453069989857,1.1818181818181819,0.8856374025344849
Osman 's son Yafes Osman became the Science and Technology minister of Bangladesh in 2009,The son of Osman  Yafes Osman  became Minister of Science and Technology in 2009 in Bangladesh,"Yafes Osman, Osman's son, was appointed as the Minister of Science and Technology in Bangladesh in 2009",0.3566325206249313,0.5294117647058824,0.5,0.8849721638009995,1.0625,0.9614564180374146
It seems to be most active in the late morning and early afternoon,In the late morning and early afternoon  it appears to be most active,It appears to be most active during the late morning and early afternoon,0.7611606003349892,0.46153846153846156,0.2666666666666667,0.40769669279767506,1.0,0.9826489686965942
She was a senior policy adviser and national spokesperson with the 2008 John McCain presidential campaign and political commentator on Fox News  CNN  and MSNBC,She has been a Senior Policy Advisor and National Spokesperson with the 2008 John McCain presidential campaign and political commentator on Fox News  CNN and MSNBC,"She held the position of senior policy advisor and national spokesperson for the 2008 John McCain presidential campaign and contributed to political commentary on Fox News, CNN, and MSNBC.",0.39307487936445573,0.7636363636363636,0.5588235294117647,0.7091348057654872,1.1153846153846154,0.9383155703544617
"Mount Sis also has a plateau called in Turkey "" Sis Dağı Yaylası ""","Mount Sis is also a plateau which has called "" Sis Dağı Yaylası "" in Turkey","Mount Sis has a plateau named ""Sis Dağı Yaylası"" in Turkey",0.047093929827722196,0.7200000000000001,0.4666666666666667,0.8920650115040003,0.6875,0.9869443774223328
""" Sidewalk "" magazine helped to create the careers of characters such as Olly Todd  John Rattray  Stuart Graham  Benny Fairfax  Brian Sumner and more",""" Sidewalk "" magazine helped to spawn the careers of characters such is Olly Todd  John Rattray  Stuart Graham  Benny Fairfax  Brian Sumner and more",""" Sidewalk "" magazine fostered the careers of figures like Olly Todd, John Rattray, Stuart Graham, Benny Fairfax, and Brian Sumner.",0.15865985215878037,0.7142857142857143,0.625,0.8413401478412197,0.84,0.8757279515266418
Arnold Lang ( 18 June 1855 -- 30 November 1914  was a comparative naturalist  a Swiss anatomist and student of German biologist Ernst Haeckel,Arnold Lang ( June 18  1855 - November 30  1914  was a comparative naturalist  Swiss anatomist and student of Ernst Haeckel  German biologist,"Arnold Lang (June 18, 1855 -- November 30, 1914) was a comparative naturalist, a Swiss anatomist, and a student of German biologist Ernst Haeckel",0.07707532488755381,0.8636363636363636,0.4482758620689655,0.6837796741988256,1.0434782608695652,0.9865677356719971
Another way to regulate deer population is to control the birth rate,Another way to control the population of deers is to regulate the birth rate,An alternative method for managing deer populations involves controlling their reproduction rates.,0.0,0.15384615384615383,0.9545454545454546,0.9829668139623607,0.8571428571428571,0.8577558994293213
In 1969 the change was still in the air and T. and R. Smith was taken over by J. N. Nichols ( Vimto  from Manchester,In 1969 change was still in the air and T. and R. Smith 's was taken over by J. N. Nichols ( Vimto  of Manchester,"In 1969, the change remained uncertain, and T. and R. Smith were replaced by J. N. Nichols (Vimto from Manchester).",0.2512712267295304,0.6363636363636365,0.5714285714285714,0.7349478854382991,0.8,0.8888477087020874
It is unhybridized in its rare form,It is in its rare form unhybridized,It exists naturally in its unique state,0.07730551756939454,0.42857142857142855,0.7272727272727273,0.9226944824306055,1.0,0.2960285544395447
Isaacs was born in Panama in 1915 into a Panamanian father and a Jamaican mother,Isaacs was born in 1915 in Panama to a Panamanian father and a Jamaican mother,Isaacs was born in Panama in 1915 to a Panamanian father and a Jamaican mother,0.7166258375282707,0.8666666666666667,0.1428571428571429,0.19967967961550015,1.0,0.9989310503005981
It is ( covered  by the integument  superficial fascia  Platysma and deep fascia,It is ( covered  by the integument  the superficial fascia  the platysma and deep fascia,"It is ( protected by the skin, superficial layer of tissue, Platysma muscle, and deeper layers of tissue",0.0756083295989952,0.45161290322580644,0.6190476190476191,0.9243916704010048,1.2,0.6877841949462891
Khandwa was until recently known as the East Nimar,Khandwa was known as East Nimar until recently,Khandwa has been previously called East Nimar,0.0670144447096575,0.39999999999999997,0.7692307692307692,0.9419066589171674,0.875,0.938056468963623
He was replaced in successive coups by Murtala Mohammed ( 1975  and Olusegun Obasanjo ( 1976,He was replaced by Murtala Mohammed ( in 1975  and Olusegun Obasanjo ( in 1976  in successive coups,He was succeeded by Murtala Mohammed in subsequent coups (in 1975) and Olusegun Obasanjo in 1976,0.11891404581194408,0.75,0.42105263157894735,0.8740269878685092,0.8888888888888888,0.9542123675346375
These are used as raw material from which the finished figures are created by carving and painting,These are used as the raw material from which the finished figures are made by carving and painting,These serve as raw materials that are carved and painted to create finished figures.,0.016799344846447597,0.5,0.75,0.967914162509989,0.7777777777777778,0.9448392987251282
He worked in Europe from 1931 until the outbreak of the Second World War in Shanghai in 1939,From 1931 until the outbreak of World War II in Shanghai in 1939  he worked in Europe,He was employed in Europe from 1931 until the outbreak of the Second World War in Shanghai in 1939,0.44353395455270217,0.6666666666666667,0.17647058823529416,0.15956498212998904,1.1176470588235294,0.9879249334335327
Margarita Isabel Morales y González ( born Margarita Isabel  July 25  1941 -- April 9  2017  was a Mexican Ariel Award - winner  actress  film and television actress,Margarita Isabel ( born Margarita Isabel Morales y González  25 July 1941 -- 9 April 2017  was a Mexican Ariel Award-winning film and television actress,"Margarita Isabel Morales y González (born on July 25, 1941, died on April 9, 2017) was a Mexican Ariel Award-winning actress, film and television star.",0.34295479618200586,0.7307692307692308,0.6,0.7392526022231865,1.0,0.9343078136444092
A witness to Confederation  Machar was concerned about English -- French tensions in the young country,Machar  a witness to the Confederation  was concerned about the English -- French tensions in the young country,A witness to Confederation  Machar worried about English-French tensions in the new nation,0.09742433813450108,0.6451612903225806,0.55,0.6837578074925688,0.7222222222222222,0.9349147081375122
Steve Reicher ( Stephen D Reicher  is a Professor of Social Psychology and former Head of the School of Psychology at the University of St Andrews,Stephen D. Reicher ( Steve Reicher  is a Professor of Social Psychology and a former head of the School of Psychology at the University of St Andrews,Steve Reicher (Stephen D Reicher) is a Professor of Social Psychology and was formerly head of the School of Psychology at the University of St Andrews,0.6478356753526107,0.8461538461538461,0.29166666666666663,0.31888673143131696,0.9629629629629629,0.9927595853805542
It is available in areas including Phibsboro and Castleknock  Finglas  Cabra and Ballymun,It is available in areas including Ballymun  Finglas  Cabra  Phibsboro and Castleknock,It can be found in locations such as Phibsboro and Castleknock  Finglas  Cabra and Ballymun,0.0925159978069645,0.3703703703703704,0.5555555555555556,0.5738917276082982,1.25,0.8854061365127563
On 30 August 1853  the daughter of Stephen Champlin  Eliza Ellen Champlin  John B. Cook  married a partner of Minnesota Alexander Ramsey,On August 30  1853  Stephen Champlin 's daughter  Eliza Ellen Champlin  married John B. Cook  a partner of Minnesota 's Alexander Ramsey,"On 30 August 1853, Eliza Ellen Champlin, daughter of Stephen Champlin, wed a partner from Minnesota named Alexander Ramsey",0.03864066449746339,0.5365853658536586,0.48,0.8990058353104642,0.8636363636363636,0.8952816724777222
