source,reference,prediction,bleu_vs_reference,rougeL_f1_vs_reference,lexical_diversity_vs_source,inverse_bleu_vs_source,length_ratio_vs_reference,semantic_similarity_vs_source
Alice Josephine McLellan was born in Marietta  Georgia  as the daughter of Leander and Harriet Tatem McLellan,Alice Josephine McLellan was born in Marietta  Georgia  the daughter of Leander and Harriet Tatem McLellan,"Alice Josephine McLellan was born in Marietta, Georgia, as the child of Leander and Harriet Tatem McLellan.",0.5071960939456881,0.9090909090909091,0.35,0.46874161283696036,1.0625,0.9658302068710327
Pat takes Roy on a tour of Paris and they visit the below landmarks,Pat takes Roy on a tour of Paris and they visit the landmarks below,"Pat accompanies Roy through Paris, exploring its notable sites together.",0.016824108947695062,0.25,0.9090909090909091,0.983175891052305,0.7142857142857143,0.830270528793335
Basque folk music Bambuco has Colombian roots,Bambuco  a Basque folk music  has Colombian roots,Basque traditional music Bamba is of Colombian origin.,0.03655552228545124,0.375,0.75,0.9634444777145488,1.0,0.883879542350769
John John Magufuli won the presidential election in October 2015 and secured a two-thirds majority in parliament  the other party or main party in Tanzania is called Chadema,John Magufuli won the October 2015 presidential election and secured a two-thirds majority in parliament  The other party or main party in Tanzania is called Chadema,"John Magufuli triumphed in Tanzania's presidential race in October 2015, securing a decisive parliamentary win for his conservative faction, which also includes Chadema as its primary opposition.",0.020876149875884896,0.2545454545454545,0.8333333333333334,0.9760765987620149,1.0384615384615385,0.8725301623344421
The 1954 -- 55 NBA season was the ninth season of the National Basketball Association,The season 1954 -- 55 National Basketball Association was the ninth NBA season,The 1954-55 NBA campaign marked the ninth consecutive year in which the league operated under its current structure.,0.027166383723579154,0.3225806451612903,0.88,0.9712750465190879,1.3846153846153846,0.697796642780304
The Piatra Caprei River is a tributary of the Sâmbăta River in Romania,The River Piatra Caprei is a tributary of the Sâmbăta river in Romania,The river flows into the Sâmbăta River within Romania.,0.09568802664841457,0.6153846153846153,0.8,0.9135361073990204,0.6923076923076923,0.7408792972564697
The team was formed as the Atlantic Coast Hockey League and played its first season in October 2002 with the Orlando Seals ( ACHL,The team was formed as the Atlantic Coast Hockey League and played its first season beginning in October 2002 with the Orlando Seals ( ACHL,The group emerged as the Atlantic Coast Hockey League and commenced its inaugural campaign in October 2002 under the Orlando Seals banner.,0.34314996169800377,0.6521739130434783,0.5517241379310345,0.6408923862960507,0.88,0.8314582705497742
Major competitors of VISA Steel include ArcelorMittal  Essar Steel  Jindal Steel and Power  Tata Steel  SAIL and JSW Steel,VISA Steel 's major competitors include ArcelorMittal  Essar Steel  Jindal Steel and Power  Tata Steel  SAIL and JSW Steel,"Major rivals to VISA Steel consist of companies such as ArcelorMittal, Essar Steel, Jindal Steel & Power, Tata Steel, SAIL, and JSW Steel.",0.033573064840973235,0.6829268292682926,0.6538461538461539,0.9655308668327097,1.2105263157894737,0.9327297210693359
Rashad Evans then replaced Rua with Liddell in the main event  but Liddell was forced to withdraw from the card due to a thigh injury,Rashad Evans then replaced Rua in the main event with Liddell  but Liddell was forced to withdraw from the card due to a hamstring injury,"Rashad Evans succeeded Rua by replacing him with Liddell for the main event. However, Liddell had to drop out of the competition because he suffered an injury to his thigh.",0.027199778234956114,0.3636363636363636,0.775,0.9728002217650439,1.2,0.8800259828567505
He has also played for the Pittsburgh Steelers and was part of the Super Bowl XLV winning team over the Green Bay Packers,He has also played for the Pittsburgh Steelers and was part of the Super Bowl XLV winning team at the Green Bay Packers,He has also played for the Pittsburgh Steelers and was a member of the Super Bowl XLV championship squad against the Green Bay Packers.,0.5815025407036997,0.8085106382978724,0.40740740740740744,0.41849745929630033,1.0434782608695652,0.9717778563499451
Johnson has worked in laboratories in Sydney  Townsville Queensland  Melbourne  and Boston USA in molecular genetic animal research,Johnson has worked in animal molecular genetics in laboratories in Melbourne  Townsville Queensland  Sydney and Boston USA,"Johnson has conducted research on genetically modified animals across various locations including Sydney, Townsville, Brisbane, Melbourne, and Boston.",0.025281168697394947,0.34285714285714286,0.8666666666666667,0.9728336162764208,1.0588235294117647,0.8695420622825623
Its subtropical or tropical moist habitats are natural forests and plantations,Its subtropical or tropical moist habitats are natural lowland forests and plantations,Its habitats include natural forests and plantations in subtropical or tropical regions.,0.15690219308813547,0.5,0.3571428571428571,0.6735028971371948,1.0,0.884537935256958
Looe Bay Holiday Park  a large holiday park and campsite  is located at the Great Tree,Looe Bay Holiday Park  a large holiday park and campsite  is located at Great Tree,"Looe Bay Holiday Park, a substantial holiday resort and camping area, is situated near the Great Tree.",0.07274999134192137,0.625,0.6363636363636364,0.9170829406713457,1.1333333333333333,0.948734700679779
"Ahmet Kaya was accused of plagiarizing the melody of "" Million Years Ago "" from singer Adele 's 1985 song "" Acilara Tutunmak ""","Ahmet Kaya was accused of plagiarizing the melody of "" Million Years Ago "" from the song "" Acilara Tutunmak "" by singer Adele in 1985","Ahmet Kaya faced charges for allegedly stealing the tune from Adele's 1985 hit ""Acilara Tutunmak.""",0.01688200045930903,0.3157894736842105,0.8333333333333334,0.980710106110444,0.5769230769230769,0.7871800065040588
He was drafted by the Chicago Cardinals and also played for the Washington Redskins and the Philadelphia Eagles,He was drafted by the Chicago Cardinals and played for the Philadelphia Eagles and Washington Redskins,He was selected by the Chicago Cardinals and subsequently played for both the Washington Redskins and the Philadelphia Eagles.,0.2915369229944523,0.6857142857142857,0.368421052631579,0.5008406107965948,1.1875,0.9272907376289368
Several publications published by the Public Health Service have shown that veterans have increased rates of cancer  and nerve  respiratory  skin  and digestive disorders,Several publications of the Public Health Service have shown that veterans have increased cancer  nerve  respiratory  skin and digestive disorders,"Several sources from the Public Health Service report higher incidences of various health issues among veterans, including cancers, nerves, respiratory problems, skin conditions, and digestive ailments.",0.12219667481477892,0.5217391304347826,0.7297297297297297,0.8778033251852211,1.3,0.8755142688751221
"He invented "" A new geometrical method of measuring the human figure "" ( 1860   and wrote and patented various improvements in boats and weapons","He invented "" A New Geometrical Method of Measuring the Human Figure "" ( 1860   and wrote and patented various improvements in boats and guns",He developed a novel geometric technique for measuring the human form (1860) and also created numerous advancements in ship design and weaponry patents.,0.04801924266430998,0.4444444444444445,0.8108108108108107,0.95198075733569,0.92,0.8952597975730896
The magazine was based in London  but was released by Gerald Duckworth and Company in Paris,The magazine was based in London but was published in Paris by Gerald Duckworth and Company,The publication originated in London but was published by Gerald Duckworth & Co. in Paris.,0.3254777991021599,0.6000000000000001,0.6,0.7629748099937381,0.9375,0.8565268516540527
Giuseppe Anatrelli ( 3 January 1925 - 29 November 1981   also known as Geppino Anatrelli  was an Italian film  stage and television actor,Giuseppe Anatrelli ( January 3  1925-November 29  1981   also known as Geppino Anatrelli  was an Italian film  stage and television actor,"Giuseppe Anatrelli (born 3 January 1925, died 29 November 1981) was an Italian film, stage, and television actor.",0.07271925436222176,0.717948717948718,0.6206896551724138,0.9262494164936704,0.8571428571428571,0.9081208109855652
Emma V. Lee married Robert Kelley in 1893,In 1893  Emma V. Lee Robert Kelley married,Emma V. Lee wedded Robert Kelley in 1893,0.20205155046766235,0.625,0.2222222222222222,0.5,1.0,0.9383233785629272
Different colors have different differences in the light emissions of other usable particles,Different colors have different differences in the light emission of other usable particles,Various hues exhibit varying luminescence contrasts among other practical elements.,0.015635220893785457,0.08695652173913043,0.9523809523809523,0.9843647791062146,0.7692307692307693,0.6222954988479614
They came to Russia from Poland in the 18th century  and their language contains Russian  German and Polish words,They came to Russia in the 18th century from Poland  and their language includes Russian  German  and Polish words,"They migrated to Russia from Poland during the 18th century, speaking languages that include Russian, German, and Polish words.",0.044353395455270214,0.6842105263157895,0.6785714285714286,0.8236352143649703,1.0,0.9322831630706787
He received official Mongol recognition as the ruler of Burma in March 1298,In March 1298  he received official Mongolian recognition as the ruler of Burma,"In March 1298, he was officially recognized by the Mongols as the ruler of Burma.",0.20333448190047881,0.7142857142857142,0.65,0.7966655180995212,1.1538461538461537,0.9437457323074341
"For example  in Ngapoi  "" Ngapoi Ngawang Jigme "" was his family name and "" Nga-Wang Jigmê "" his personal name","In Ngapoi  Ngapoi Ngawang Jigme ""  for example  was his family name and "" Nga - Wang Jigmê "" his personal name","For instance, in Ngapoi, ""Ngapoi"" was his surname and ""Nga-Wang Jigmê"" his given name.",0.02244957933044214,0.6666666666666666,0.782608695652174,0.975888221696953,0.6363636363636364,0.9214290380477905
Born in North Carolina  he grew up in Texas and played for a local Dallas team named C    Independiente under the chief coach Jose Antonio Radilla,Gonzalez was born in North Carolina  He grew up in Texas and played for a local Dallas team named C    Independiente under head coach Jose Antonio Radilla,"He was born in North Carolina but spent his childhood in Texas, where he played for a local Dallas team called C-Independiente coached by Jose Antonio Radilla.",0.32198286055285785,0.6909090909090909,0.6578947368421053,0.7089126341222753,0.9642857142857143,0.9612917900085449
Since he had taken Johnny 's shot for him  it is the turn of Brad now,Since he had taken Johnny 's shot for him  it is now Brad 's turn,"As his turn has come, Brad must take Johnny's place in this situation.",0.015842132538336173,0.1379310344827586,0.9259259259259259,0.9853308018668077,0.8666666666666667,0.8514158129692078
Ross was originally imprisoned at North Point  then marched to Habu Dockyard and finally shipped to Innoshima where he worked at Sham Shui Po Barracks for Osaka Ironworks,Originally  Ross was imprisoned in North Point  then marched to Habu Dockyard  and finally shipped to Innoshima  where he worked for Osaka Ironworks in Sham Shui Po Barracks,"Ross initially served time at North Point before being transferred to Habu Dockyard and ultimately dispatched to Innoshima, where he labored in Sham Shui Po Barracks under Osaka Ironworks' supervision.",0.23938844062762363,0.5517241379310344,0.625,0.7836881254078429,1.0714285714285714,0.8947136402130127
""" Chuck Versus the Wedding Planner "" was directed by Anton Cropper and is written by Rafe Judkins and Lauren LeFranc",""" Chuck Versus the Wedding Planner "" was written by Rafe Judkins and Lauren LeFranc and directed by Anton Cropper","""Chuck vs. The Wedding Planner"" was produced by Anton Cropper and penned by Rafe Judkins and Lauren LeFranc.",0.27676056515767355,0.6111111111111112,0.5833333333333333,0.6832438597629139,0.9,0.9159148335456848
This may be caused by the loss of three different additional genes  each of which has different effects  resulting in three types of syndrome,This may be caused by the loss of three different genes  each of which has different effects  resulting in three types of syndrome,"This could result from the deletion of three distinct genetic elements, each with unique impacts, leading to three varieties of disorder.",0.024021176907323107,0.31818181818181823,0.8529411764705882,0.9770958809673512,0.9130434782608695,0.6693025827407837
Stenoma relata is a moth of the Depressariidae family  which is found in Amazonas ( French - Guiana  Brazil  and in Peru,Stenoma relata is a moth of the Depressariidae family  It is found in French Guiana  Brazil ( Amazonas  and Peru,"Stenoma relata belongs to the Depressariidae family and can be observed in regions including French Guiana, Brazil, and Peru.",0.06761552953626673,0.5789473684210527,0.7333333333333334,0.9391400985219122,0.95,0.8781964182853699
For shopping  there is a Russian market and a similar Russian market in Pakistani blocks,For shopping there is Russian Market and a similar Russian Market in Pakistani blocks,"For purchasing items, there exists a Russian marketplace alongside another similarly structured Russian marketplace within Pakistani neighborhoods.",0.018002829271425148,0.3225806451612903,0.7727272727272727,0.9679859393841787,1.2142857142857142,0.825485348701477
The Commission was led first by George Bowers  then Marshall McDonald  George Brown Goode  and finally Spencer F. Baird,The Commission was first chaired by George Bowers  then Marshall McDonald  George Brown Goode  and finally Spencer F. Baird,"The Commission was initially directed by George Bowers, followed by Marshall McDonald, George Brown Goode, and concluded with Spencer F. Baird.",0.0786632387311625,0.7500000000000001,0.6296296296296297,0.9213367612688375,1.105263157894737,0.86099773645401
Winner effects were shown when established non-experienced chicks were placed against dominant chicks in a study by Drummond,Winners - Effects were shown when established non-experienced chicks were placed in a study by drummond against dominant chicks,The experiment found that familiar birds outperformed newcomers when paired with dominant ones.,0.011646208769962156,0.125,0.9259259259259259,0.9874225720296599,0.6842105263157895,0.5384669303894043
In June 2011  Linda Beecher married Finch at Dartmoor National Park,Finch married Linda Beecher on Dartmoor National park in June 2011,"In June 2011, Linda Beecher wedded Finch in Dartmoor National Park.",0.07175852914772135,0.45454545454545453,0.5,0.9282414708522786,1.0,0.9239406585693359
She moved to BBC News in Ireland within a couple of years and became the Belfast producer for BBC National news,Within a few years she moved to BBC News in Ireland and became Belfast Producer for BBC National News,She transitioned to BBC News in Ireland after just two years and took on the role of Belfast producer for their national news segment.,0.23114663823833642,0.5581395348837209,0.5,0.7523019743437892,1.263157894736842,0.9112470149993896
In 1964  Igor married Moskvin Tamara Nikolayevna Bratus,Tamara Nikolayevna Bratus married Igor Moskvin in 1964,"In 1964, Igor wedded Moskvin Tamara Nikolayevna Bratus.",0.07386099955930606,0.375,0.5454545454545454,0.8438030031539872,1.0,0.9374409317970276
The Limbăşelu River is a tributary of the Cenușeroaia River in Romania,The river LimbÄ Å elu is a tributary of the River Cenué eroaia in Romania,The Limbăşelu River flows into the Cenușeroaia River within Romania.,0.018103398973814137,0.5384615384615384,0.7142857142857143,0.8561718882484771,0.6666666666666666,0.9631272554397583
Be ready to get online with the hottest downloads on Mobbed on  Downunder and Mobile,Be prepared to get Mobbed on air  downunder and on mobile with the hottest downloads online,Prepare for access to the most sought-after content available on Mobbed in Australia and mobile devices.,0.019251614434393566,0.30303030303030304,0.75,0.9592877922444694,1.0,0.6611911058425903
Georges Braque  a resident of Montmartre  attended the Bateau Lavoir at that time and exhibited with Metzinger at the Berthe Weill Gallery,A resident of Montmartre  Georges Braque frequented the Bateau Lavoir at this time and exhibited with Metzinger at the Berthe Weill gallery,"Georges Braque, who lived in Montmartre, was present at the Bateau Lavoir during that period and participated alongside Metzinger in an exhibition held at the Berthe Weill Gallery.",0.13536681105774234,0.4799999999999999,0.7142857142857143,0.8616563154358905,1.2727272727272727,0.9655975103378296
The first section was open on December 15  1907 from Pasco to the west of Cliffs ( near Maryhill   a length of  opened,The first section to open was from Pasco west to Cliffs ( near Maryhill   a length of  on December 15  1907,"The initial segment commenced operations on December 15, 1907, traversing from Pasco towards the western region of Cliffs, situated close to Maryhill, with an overall distance of approximately 12 miles.",0.021479380274235616,0.24,0.8333333333333334,0.9771278039865294,1.4285714285714286,0.7877705097198486
Elinor had also privately told Do that she had read her letters to Julia,Elinor had also told Do privately that she had read their letters to Julia,Elinor secretly informed Do about her private knowledge of Julia's correspondence.,0.01706602014357155,0.30769230769230765,0.8571428571428572,0.9811133440658679,0.7857142857142857,0.8443076014518738
Born in Warsaw  he was a child prodigy on the piano in Łuck and then went to Warsaw Conservatory,He was born in Warsaw  was a wonder child on the piano in Łuck and then went to the Warsaw Conservatory,"He was born in Warsaw, where he showed exceptional talent at an early age on the piano in Łuck before attending the Warsaw Conservatory.",0.26822436109275993,0.5777777777777778,0.6896551724137931,0.8061658197654334,1.1428571428571428,0.926682710647583
He considers C. S. Lewis a negative influence and has accused Lewis of featuring emotional propaganda  misogyny  racism  and religious sadism in his books,He considers C. S. Lewis to be a negative influence and has accused Lewis of pointing out in his books emotional propaganda  misogyny  racism and religious sadism,"He regards C. S. Lewis negatively and accuses him of including emotionally charged propaganda, sexism, racism, and religious sadism in his works.",0.07088241192169242,0.5714285714285714,0.696969696969697,0.7861689487562076,0.8148148148148148,0.9134846925735474
Now the new matrix representation for the symmetric bilinear form is given by,The new matrix representation for the symmetrical bilinear form is now given by,The revised matrix depiction of the symmetrical quadratic operation has been presented here.,0.039073802494525016,0.3076923076923077,0.9090909090909091,0.9795519926397817,1.0,0.5345406532287598
Lennox Island 6 is located in Fernwood  Bedeque  approximately west of the municipality of Prince Edward Island,Lennox Island 6 is located in Fernwood  Bedeque  approximately west of the community of Prince Edward Island,"Lennox Island 6 is situated within Fernwood, Bedeque, roughly to the northwest of Prince Edward Island's municipal boundaries.",0.20105373454060027,0.6111111111111113,0.6799999999999999,0.7989462654593997,1.0588235294117647,0.9691392183303833
The House Democratic Caucus nominates and elects the Democratic Party leadership in the United States House of Representatives,The House Democratic Caucus nominates and elects the Democratic Party leadership in the House of Representatives of the United States,The Democratic Party selects its leader within the U.S. House of Representatives through nominations and elections by the Democratic Caucus.,0.09107438368292145,0.3902439024390244,0.7083333333333333,0.9089256163170786,1.0,0.8509862422943115
In addition  Spain entered into negotiations with the Portuguese court and agreed on the peace of Lisbon on 13 February 1668,Furthermore  Spain entered into negotiations with the Portuguese court and on 13 February 1668 agreed the Peace of Lisbon,"Spain engaged in discussions with the Portuguese judiciary and reached an agreement on the Treaty of Lisbon on February 13, 1668.",0.06760229884571738,0.45,0.6428571428571428,0.9043959121247874,1.105263157894737,0.8700082898139954
In 2010  Shanghai GM provided a new version of the Buick GL8 Luxury Business Edition,In 2010  Shanghai GM introduced a new version of the Buick GL8 Luxury Business Edition,"In 2010, Shanghai GM introduced an updated version of the Buick GL8 Executive Comfort model.",0.3388714363186176,0.6666666666666666,0.6363636363636364,0.7074387269268494,1.0,0.8838276863098145
He has a Norwegian mother and a Portuguese father and spent a part of his childhood in Lisbon,He has a Norwegian mother and a Portuguese father  and spent part of his childhood in Lisbon,He is half-Norwegian and half-Portuguese with some years of upbringing in Portugal.,0.015880159258170535,0.3870967741935484,0.8260869565217391,0.985389548171096,0.7058823529411765,0.7812440395355225
If  as I believe  it was necessary  it was right and moral,If it was necessary  as I now believe  then it was right and moral,"Assuming that what I think is true, if it's deemed essential, then it aligns with righteousness and morality.",0.02872495348091206,0.36363636363636365,0.8333333333333334,0.984723219776253,1.2857142857142858,0.567002534866333
On the other hand  many democrats feared an industrialization that welcomed the whigs,On the other hand  many Democrats feared industrialization the Whigs welcomed,"On the contrary, many Democrats were apprehensive about an industrial revolution that embraced the Whigs.",0.04179882049216857,0.5384615384615385,0.7,0.9545330276300829,1.3636363636363635,0.873914897441864
Osman 's son Yafes Osman became the Science and Technology minister of Bangladesh in 2009,The son of Osman  Yafes Osman  became Minister of Science and Technology in 2009 in Bangladesh,"Yafes Osman, the son of Osman, was appointed as the Minister of Science and Technology in Bangladesh in 2009.",0.3527295712700594,0.6285714285714286,0.4736842105263158,0.919022149357338,1.1875,0.942741870880127
It seems to be most active in the late morning and early afternoon,In the late morning and early afternoon  it appears to be most active,It appears to be highly engaged during mid-morning and early afternoon periods.,0.2820992995327679,0.3076923076923077,0.6842105263157895,0.8979241960092682,0.9230769230769231,0.7186204791069031
She was a senior policy adviser and national spokesperson with the 2008 John McCain presidential campaign and political commentator on Fox News  CNN  and MSNBC,She has been a Senior Policy Advisor and National Spokesperson with the 2008 John McCain presidential campaign and political commentator on Fox News  CNN and MSNBC,"She served as a senior policy advisor and national spokesperson for the 2008 John McCain presidential campaign, providing commentary on Fox News, CNN, and MSNBC.",0.39241107433233025,0.7843137254901961,0.5757575757575757,0.741769224004655,0.9615384615384616,0.952919065952301
"Mount Sis also has a plateau called in Turkey "" Sis Dağı Yaylası ""","Mount Sis is also a plateau which has called "" Sis Dağı Yaylası "" in Turkey","Mount Sis features a plateau known as ""Sis Dagi Yaylasi"" in Turkey.",0.0385950015348968,0.5384615384615384,0.736842105263158,0.9544053930521841,0.75,0.9211157560348511
""" Sidewalk "" magazine helped to create the careers of characters such as Olly Todd  John Rattray  Stuart Graham  Benny Fairfax  Brian Sumner and more",""" Sidewalk "" magazine helped to spawn the careers of characters such is Olly Todd  John Rattray  Stuart Graham  Benny Fairfax  Brian Sumner and more","""Sidewalk"" magazine played a role in launching the careers of figures like Olly Todd, John Rattray, Stuart Graham, Benny Fairfax, and Brian Sumner.",0.050774167285420495,0.6521739130434783,0.7297297297297297,0.9492258327145795,0.92,0.8928364515304565
Arnold Lang ( 18 June 1855 -- 30 November 1914  was a comparative naturalist  a Swiss anatomist and student of German biologist Ernst Haeckel,Arnold Lang ( June 18  1855 - November 30  1914  was a comparative naturalist  Swiss anatomist and student of Ernst Haeckel  German biologist,"Arnold Lang (born on June 18, 1855, died on November 30, 1914) was an Austrian comparative naturalist who studied under German biologist Ernst Haeckel.",0.03293328483822002,0.5777777777777778,0.7222222222222222,0.9370682607554186,1.0434782608695652,0.9035917520523071
Another way to regulate deer population is to control the birth rate,Another way to control the population of deers is to regulate the birth rate,Another method for managing deer populations involves controlling reproduction rates.,0.01414733290395472,0.25,0.8947368421052632,0.979450986927698,0.7142857142857143,0.8709989786148071
In 1969 the change was still in the air and T. and R. Smith was taken over by J. N. Nichols ( Vimto  from Manchester,In 1969 change was still in the air and T. and R. Smith 's was taken over by J. N. Nichols ( Vimto  of Manchester,"In 1969, the transition had yet to solidify, with T. and R. Smith being succeeded by J. N. Nichols, who later became known as Vimto from Manchester.",0.13737279171076758,0.5098039215686274,0.7027027027027026,0.8527537622905098,1.08,0.7008515000343323
It is unhybridized in its rare form,It is in its rare form unhybridized,It exists naturally in its unique state.,0.07730551756939454,0.42857142857142855,0.7272727272727273,0.9226944824306055,1.0,0.3047668933868408
Isaacs was born in Panama in 1915 into a Panamanian father and a Jamaican mother,Isaacs was born in 1915 in Panama to a Panamanian father and a Jamaican mother,Isaacs was born in Panama in 1915 to a Panamanian father and a Jamaican mother.,0.6368852897471547,0.8666666666666667,0.2666666666666667,0.2758422657424172,1.0,0.9925497174263
It is ( covered  by the integument  superficial fascia  Platysma and deep fascia,It is ( covered  by the integument  the superficial fascia  the platysma and deep fascia,"The style label is conservative, while the target length is long.",0.017245419061632683,0.16,0.8947368421052632,0.981309816278475,0.7333333333333333,0.21473224461078644
Khandwa was until recently known as the East Nimar,Khandwa was known as East Nimar until recently,Khandwa has been previously referred to as East Nimar.,0.056122223243057295,0.47058823529411764,0.8,0.9684401546088706,1.125,0.9415290355682373
He was replaced in successive coups by Murtala Mohammed ( 1975  and Olusegun Obasanjo ( 1976,He was replaced by Murtala Mohammed ( in 1975  and Olusegun Obasanjo ( in 1976  in successive coups,He was overthrown repeatedly through military regimes led by Murtala Mohammed (in 1975) and later by Olusegun Obasanjo (in 1976).,0.07242879148352695,0.6666666666666665,0.6799999999999999,0.927571208516473,1.1111111111111112,0.8452449440956116
These are used as raw material from which the finished figures are created by carving and painting,These are used as the raw material from which the finished figures are made by carving and painting,These materials form the basis for crafting the final artworks through carving and coloring processes.,0.028777140119319127,0.303030303030303,0.8461538461538461,0.9709080325059947,0.8333333333333334,0.7957652807235718
He worked in Europe from 1931 until the outbreak of the Second World War in Shanghai in 1939,From 1931 until the outbreak of World War II in Shanghai in 1939  he worked in Europe,He operated within European territories from 1931 through the onset of WWII in Shanghai in 1939.,0.08087955402920874,0.48484848484848486,0.6956521739130435,0.924020690430433,0.9411764705882353,0.8514699935913086
Margarita Isabel Morales y González ( born Margarita Isabel  July 25  1941 -- April 9  2017  was a Mexican Ariel Award - winner  actress  film and television actress,Margarita Isabel ( born Margarita Isabel Morales y González  25 July 1941 -- 9 April 2017  was a Mexican Ariel Award-winning film and television actress,"Margarita Isabel Morales y González, born on July 25, 1941, passed away on April 9, 2017, was a Mexican Ariel Award-winning actress who appeared in both films and television productions.",0.22872196013470597,0.6666666666666666,0.65,0.8141901410542569,1.2,0.9345802068710327
A witness to Confederation  Machar was concerned about English -- French tensions in the young country,Machar  a witness to the Confederation  was concerned about the English -- French tensions in the young country,A person who witnessed Canada's founding worried about English-French divisions in its early days.,0.014126508859988748,0.3636363636363636,0.8888888888888888,0.9837041538790414,0.7777777777777778,0.6023151874542236
Steve Reicher ( Stephen D Reicher  is a Professor of Social Psychology and former Head of the School of Psychology at the University of St Andrews,Stephen D. Reicher ( Steve Reicher  is a Professor of Social Psychology and a former head of the School of Psychology at the University of St Andrews,"Steve Reicher, also known as Stephen D Reicher, holds the position of a professor in social psychology and was previously the head of the school of psychology at the University of St Andrews.",0.37662575767752177,0.6779661016949152,0.5,0.6113798743137965,1.2222222222222223,0.9493128061294556
It is available in areas including Phibsboro and Castleknock  Finglas  Cabra and Ballymun,It is available in areas including Ballymun  Finglas  Cabra  Phibsboro and Castleknock,"It's accessible in locations such as Phibsboro and Castleknock, Finglas, Cabra, and Ballymun.",0.036362270465000714,0.3846153846153846,0.8571428571428572,0.960926197505475,1.0833333333333333,0.8782087564468384
